,0,1,2,3,4,5
0,25495888.0,112.0,0.0,0.0,0.0,0.0
1,25495799.817312688,147.81953238446243,0.0,47.27275492297495,0.0,5.0904
2,25495676.017126273,199.5608297901632,0.0,112.58952616039494,0.05200003041527246,11.780517746873816
3,25495501.231815323,274.02029773452057,0.0,203.78692829336214,0.1758485091917069,20.78511014002077
4,25495253.513491523,380.90781848351014,0.0,332.0548160250493,0.4000141303144053,33.1238598379435
5,25494901.5147358,534.0947607673461,0.0,513.3731302705683,0.7652744279419598,50.25209874447491
6,25494400.46222047,753.3962574130326,0.0,770.5640099566681,1.3299848712395845,74.2475272949926
7,25493686.407079756,1067.1160986760335,0.0,1136.2223153527184,2.17760528219192,108.07690093166495
8,25444439.74555631,552.6754332856909,854.5281424400291,1460.9558830774258,2.4526686550960837,48689.64231623121
9,25396031.251893636,349.69957678946315,1102.6834136782031,1626.4173374280372,2.822037414868881,96887.12574105973
10,25348211.113944583,310.04495508402835,1084.7857328176513,1717.0523930351976,3.2504643409042875,144673.75251014179
11,25300847.21803333,309.5683826254376,1017.4944356769944,1781.4267503431158,3.7207946918670927,192040.57160334018
12,25253905.02894703,313.44915770860166,955.6374648870523,1833.9368003589577,4.229081867406969,238987.71854815647
13,25207377.39082489,306.1323036390656,915.3258978203695,1878.331278362437,4.772681572922983,285518.0470137139
14,25161269.20701816,266.0005791995192,911.4323547380159,1913.2994819683004,5.350673616524411,331634.70989232085
15,25115602.14391271,208.95965174316802,912.278554933672,1930.2975890403018,5.9622164490414375,377340.3580751262
16,25070385.34856696,166.8424851470878,880.1636640554893,1925.0401724994374,6.6044837498153095,422636.00062759285
17,25025603.764040295,172.00991848472265,792.269272992345,1902.5554415216013,7.271993114081449,467522.12933360174
18,24981217.0896974,175.39208745197965,720.9459664566867,1878.0458449657351,7.957127599323121,512000.56927613035
19,24937222.983135078,146.1051250876634,694.0811030666679,1852.770416043722,8.658970424741185,556075.4012502965
20,24893642.790206846,136.3502044107618,642.7318804113878,1818.0200253814753,9.376590234894813,599750.731092721
21,24850458.047878027,113.6045604592852,609.1026323386512,1780.257090416993,10.107701692710256,643028.8801370605
22,24807675.344131865,121.4444530700312,542.8325128195959,1736.2559064062152,10.851405792511157,685913.2715900503
23,24765267.649222314,132.54209232701024,485.68567476777673,1695.5602815804446,11.603537052484967,728406.9591919612
24,24723229.0373633,108.56773903526368,475.60230125431576,1660.0217379904318,12.36401684632558,770514.4068415815
25,24681582.573046956,100.26466561835682,444.1379774938747,1619.660878917811,13.133175314024127,812240.2302557067
26,24640313.112428553,84.409967402932,422.42275622520333,1579.0479605836542,13.909540589128088,853587.0973466474
27,24599423.150607906,90.21244382170595,377.4034197936728,1536.0685498816542,14.692750685484022,894558.4722279139
28,24558892.821110975,98.82829175972758,338.09905337738763,1497.1696245603555,15.480240657561822,935157.6016786749
29,24518716.714074034,81.6668207298472,333.08215882756633,1463.57312317084,16.27221964861464,975388.6916035907
30,24478910.81871849,74.90635453189218,313.34171035492835,1427.8185153130707,17.069181860852673,1015256.0455194523
31,24439464.239468686,62.93104922512948,299.74175563588955,1392.696329285496,17.870268759902647,1054762.5211284151
32,24400377.810151625,67.01765090258806,268.4467982293629,1356.5876954679793,18.675342744663528,1093911.4623610405
33,24361636.178484667,73.23303783462129,240.94948341496655,1324.1071720889815,19.48264764022565,1132706.0491743628
34,24323234.61390583,60.46156105417071,238.42677399405818,1296.055649450427,20.29243828960313,1171150.149671398
35,24285184.03442811,55.25736386035098,225.00769669147832,1266.9066842016996,21.10516324317889,1209247.6886638983
36,24247475.87217775,46.20579872055722,215.90151747959263,1238.5783811639906,21.92026571919412,1247001.5218591732
37,24210110.046567667,49.03056634304956,193.5346738716912,1209.8132292989073,22.73769752221478,1284414.8372652996
38,24173074.58780953,53.41552737343796,173.80494080280673,1183.9456919108854,23.556205660944823,1321490.689824728
39,24136365.34373796,43.997116122914115,172.1397380225284,1161.5152935049196,24.376008581034696,1358232.6281058153
40,24099989.441804193,40.08375613453535,162.5356501076095,1138.5102128504543,25.19745936825724,1394644.231117348
41,24063940.013457566,33.33024353575788,156.0648589147292,1116.272959265412,26.02018006994939,1430728.298300647
42,24028216.33743392,35.246546584965486,139.86317861710216,1093.8518691235831,26.84415398775866,1466487.8568177712
43,23992809.041565515,38.2879661316155,125.53341375272448,1073.6422314153453,27.668479559923682,1501925.8263436297
44,23957714.44040631,31.45622797634031,124.12210866624429,1056.0123277413957,28.493322905713995,1537045.475606401
45,23922936.852765024,28.57015171990527,117.06600370082337,1038.1056246023863,29.31894496910576,1571850.086509996
46,23888470.700960983,23.61793384861442,112.30026725909707,1020.8554664485677,30.145086135666688,1606342.380285331
47,23854314.79802115,24.894255536259923,100.54606948274615,1003.5595854130582,30.971740987127603,1640525.2303274432
48,23820461.760485165,26.96942852299218,90.13157224790747,987.9163843328377,31.79826596268643,1674401.4238637702
49,23786908.27842016,22.100906125518556,88.8303771402001,974.1761005996772,32.624781235880484,1707973.9894147455
50,23753656.63150269,20.01258591287995,83.60709972667215,960.3403746863017,33.45147371128631,1741245.9569632786
51,23720702.218655504,16.447392743249626,80.04919417449531,947.048624455722,34.27816660448644,1774219.9579665202
52,23688043.52436909,17.282318951136087,71.57380838564582,933.7931062397067,35.10485948488126,1806898.7215378545
53,23655674.6703692,18.67553961534375,64.05625272734954,921.7589579622438,35.93110003516775,1839284.9077804608
54,23623592.6498653,15.266628390357493,62.8742828962982,911.1134797101022,36.75697351443647,1871381.3387702
